brand_name,product_name,price,rating,ingredients,label
Clinique,For Men Super Energizer Anti-Fatigue Hydrating Concentrate SPF 25,45.00,4,"Active: Avobenzone 3%, Octisalate 5%. Inactive: Water, Glycerin, Neopentyl Glycol Diheptanoate, Polyester 8, Dimethicone, Sorbitan Stearate, Butyloctyl Salicylate, Polysorbate 60, Butylene Glycol, Sodium Acrylates Copolymer, Niacinamide, Sodium Hyaluronate, Acetyl Carnitine HCL, Creatine, Brassica Oleracea Gemmifera (Brussels Sprouts) Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Brassica Oleracea Italica (Broccoli) Extract, Daucus Carota Sativa (Carrot) Root Extract, Brassica Oleracea Acephala (Kale) Leaf Extract, Spinacia Oleracea (Spinach) Leaf Extract, Albizia Julibrissin Bark Extract, Cucumis Sativus (Cucumber) Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Plankton Extract, Laminaria Saccharina Extract, Caffeine, Adenosine Phosphate, Sea Whip Extract, Yeast Extract, Sodium RNA, Phytic Acid, Lactobacillus Ferment, Algae Extract, Hordeum Vulgare (Barley) Extract, Silica, Resveratrol, Cetyl Alcohol, Tocopheryl Acetate, Sigesbeckia Orientalis (St. Paul’s Wort) Extract, Pentylene Glycol, Trehalose, Styrene/Acrylates Copolymer, Lecithin, Helianthus Annuus (Sunflower) Seedcake, Micrococcus Lysate, Arabidopsis Thaliana Extract, Biosaccharide Gum 4, Ergothioneine, Oryza Sativa (Rice) Bran Extract, Capryloyl Glycine, Salicylic Acid, Isohexadecane, PEG-8 Laurate, Polysorbate 80, Ethylhexylglycerin, Propylene Glycol Dicaprate, 7-Dehydrocholesterol, PEG-100 Stearate, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Tetrahexyldecyl Ascorbate, Propylene Glycol Caprylate, Polyethylene, Disodium EDTA, BHT, Phenoxyethanol, Chlorphenesin, Mica, Titanium Dioxide.",DM
Vichy,Liftactiv Supreme Day,42.00,2,"Aqua/Water, Glycerin, Dimethicone, Rhamnose, Isohexadecane, Alcohol Denat., Propanediol, Isopropyl Isostearate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Cetyl Alcohol, Dimethicone/Vinyl Dimethicone Crosspolymer, Behenyl Alcohol, Nylon-12, PEG-100 Stearate, CI 77163/Bismuth Oxychloride, CI 77891 / Titanium Dioxide, Stearic Acid, Stearyl Alcohol, Arachidyl Alcohol, Cetearyl Alcohol, Cetearyl Glucoside, Caffeine, Neohesperidin Dihydrochalcone, Palmitic Acid, Phenoxyethanol, Adenosine, Ammoniumpolyacryldimethyltauramide/Ammoniumpolyacryloyldimethyl Taurate, Disodiumstearoyl Glutamate, Disodium EDTA, Caprylyl Glycol, Citric Acid, Synthetic Fluorphlogopite, Acrylamide/Sodiumacryloyldimethyltauratecopolymer, Ethylhexyl Hydroxystearate, Polysorbate 80, Parfum/ Fragrance, Code F.I.L.B165780/2.",DM
Neutrogena,Hydro Boost City Shield Water Gel Sunscreen SPF 25,19.99,2,"Active: Avobenzone 2%, Homosalate 4%, Octisalate 4%, Octocrylene 2%. Inactive: Water, Glycerin, Caprylyl Methicone, Methyl Methacrylate Crosspolymer, Propylene Glycol, Sodium Acryloyldimethyltaurate VP Crosspolymer, Phenoxyethanol, Glyceryl Stearate, Chlorphenesin, Tocopheryl Acetate, Sodium Hyaluronate, Disodium EDTA, Ethylhexylglycerin, Fragrance, Sodium Hydroxide, Blue 1, Red 40.",DM
RoC,Retinol Correxion Deep Wrinkle Daily Moisturizer SPF 30,24.99,3,"Active Ingredients: Avobenzone (3%), Homosalate (10%), Octocrylene (3%), Oxybenzone (5%). Inactive Ingredients: Water, Glycerin, Tetrahydroxypropyl Ethylenediamine, Dimethicone, Cyclohexasiloxane, Butylene Glycol, Butyrospermum Parkii (Shea) Butter, Squalane, PPG-2 Myristyl Ether Propionate, Pentaerythityl Tetraethylhexanoate, Cetyl Alcohol, Glyceryl Stearate, Diethylhexyl 2,6-Naphthalate, Styrene/Acrylates Copolymer, Aluminum Starch Octenylsuccinate, PEG-75 Stearate, Polyacrylamide, Glycolic Acid, Phenoxyethanol, Pentylene Glycol, Ammonium Acryloyldimethyltaurate/VP Copolymer, C13-14 Isoparaffin, Ceteth-20, Steareth-20, Methylparaben, Tocopheryl Acetate, Fragrance, Propylparaben, Ethylparaben, Laureth-7, BHT, Disodium EDTA, Cyclopentasiloxane, p-Anisic Acid, Polysorbate 20, Retinol, Ascorbic Acid, Hydroxyphenyl Propamidobenzoic Acid, Sodium Hydroxide.",DM
YourGoodSkin,SPF 30 Anti-Oxidant Day Cream,12.99,3,"Active Ingredients: Avobenzone 3%, Octinoxate 0.5%, Octisalate 5%, Octocrylene 7.5%. Inactive ingredients Aqua (Water), C12-15 Alkyl Benzoate, Glycerin, Tribehenin, Alcohol Denat., Dimethicone, Aluminum Starch Octenylsuccinate, Cetearyl Glucoside, Ammonium Acryloldimethyltaurate/VP Copolymer, Potassium Cetyl Phosphate, Phenoxyethanol, Panthenol, Tocopheryl Acetate, Polysorbate 20, Dimethiconol, Caprylyl Glycol, Ascorbyl Glucoside, Xanthan Gum, Sodium Benzoate, Bisabolol, Ethylhexylglycerin, Parfum (Fragrance), Citric Acid, Sphinganine, Tetrasodium EDTA, Dipropylene Glycol, Potassium Hydroxide, T-butyl Alcohol, Dimethylmethoxy Chromanol, Silica, Camellia Sinensis Leaf Extract, BHT.",DM
Biossance,Squalane + Mineral SPF 45,39.00,3,"Active Ingredients: Zinc Oxide 7%, Titanium Dioxide 4.069%. Inactive ingredients: Water, Caprylic/Capric Triglyceride, Squalane, Polyglyceryl-3 Sorbityl Linseedate, Cetyl Dimethicone, Dimethicone, Polymethylsilsesquioxane, Glycerin, Styrene/ Acrylates Copolymer, Thermus Thermophilus Ferment, Polyhydroxystearic Acid, Synthetic Fluorphlogopite, Sodium Chloride, Hydroxyacetophenone, Tocopheryl Acetate, Saccharide Isomerate, Caramel, Pentylene Glycol, 1,2-Hexanediol, Caprylyl Glycol, Disteardimonium Hectorite, Triethoxycaprylylsilane, Bisabolol, Benzylidene Dimethoxydimethylindanone, Citrus Aurantium Amara (Bitter Orange) Flower Extract, Zingiber Officinale (Ginger) Root Extract.",DM
Bare Minerals (Bare Escentuals),Complexion Rescue Defense Radiant Protective Veil Broad Spectrum SPF 30,39.00,4,"Active: Titanium Dioxide 3.28%, Zinc Oxide 12.48%. Inactive: Water, C9-12 Alkane, Dimethicone, Propanediol, Glycerin, PEG-32, PEG-6, Polyglyceryl-4 Laurate/Succinate, Polysorbate 60, Camellia Japonica Flower Extract, Bupleurum Falcatum Root Extract, Undaria Pinnatifida Extract, Hypericum Erectum Flower/Leaf/Stem Extract, Moringa Oleifera Seed Extract, Theobroma Cacao (Cocoa) Seed Extract, Lactobacillus Ferment, Ceramide NP, Manganese PCA, Butylene Glycol, Succinoglycan, Biosaccharide Gum-4, Bisabolol, Allantoin, Phytosteryl/Octyldodecyl Lauroyl Glutamate, Aminopropyl Dimethicone, Lauryl Betaine, Cetyl Stearate, Isostearyl Isostearate, Aluminum Hydroxide, Decyl Isostearate, Polyquaternium-51, Sodium Hyaluronate, Ascorbyl Glucoside, Mica, Cellulose Gum, Silica, Sodium PCA, Coco-Caprylate/Caprate, Decyl Glucoside, Potassium Cetyl Phosphate, Cetyl Alcohol, Isohexadecane, Caprylyl Glycol, Hexylene Glycol, Sorbitan Oleate, 1,2-Hexanediol, Sorbitan Sesquiisostearate, Sodium Methyl Stearoyl Taurate, VP/Eicosene Copolymer, Polyacrylate Crosspolymer-6, T-Butyl Alcohol, Polysorbate 80, Disodium EDTA, Dimethylacrylamide/Sodium Acryloyldimethyltaurate Crosspolymer, Polysilicone-11, Disodium Phosphate, Isostearic Acid, Sodium Citrate, Hydrogen Dimethicone, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Stearic Acid, Citric Acid, Triethoxycaprylylsilane, Tocopherol, Tin Oxide, Alcohol, Fragrance, Limonene, Linalool, Hexyl Cinnamal, Sodium Benzoate, Phenoxyethanol. May Contain: Titanium Dioxide, Iron Oxides.",DM
Gold Bond,Men’s Essentials Five-in-One Face Lotion Broad Spectrum SPF 15,9.49,3,"Active Ingredients: Avobenzone 3%, Octisalate 2%, Octocrylene 10%. Inactive Ingredients: Water, Hydroxyethyl Urea, Dimethicone, Cyclopentasiloxane, Glyceryl Stearate, Steareth-21, Selaginella Lepidophylla Extract, Polyacrylate Crosspolymer-6, Cetyl Dimethicone, Nylon-12, Stearyl Alcohol, Allantoin, Creatine, Whey Protein, Glycerin, Hydrolyzed Jojoba Esters, Bisabolol, Aloe Barbadensis Leaf Juice, Dimethiconol, Tetrahexyldecyl Ascorbate, Propylene Glycol, Cetearyl Alcohol, Xanthan Gum, Caprylyl Glycol, Methylparaben, Polysorbate 60, Zingiber Officinale (Ginger) Root Extract, Caprylhydroxamic Acid, Ethylhexylglycerin, Jojoba Esters, Panthenol, Pentylene Glycol, EDTA, 4-t-Butylcyclohexanol, Tocopheryl Acetate, Potassium Hydroxide.",DM
Mario Badescu,Oil-Free Moisturizer SPF 17 Broad Spectrum Sunscreen,24.00,2,"Active Ingredients: Octocrylene 6%, Octinoxate 5%, Avobenzone 2%; Inactive Ingredients: Aqua (Water, Eau), Dimethicone, Cetearyl Alcohol, Aluminum Starch Octenylsuccinate, Glycerin, PPG-2 Myristyl Ether Propionate, Ethylhexyl Methoxycrylene, C12-15 Alkyl Benzoate, Ceteareth-20, Sorbitan Oleate, Aloe Barbadensis Leaf Juice, Styrene/Acrylates Copolymer, PEG-100 Stearate, Carbomer, Tetrasodium Glutamate Diacetate, Ethylhexylglycerin, PEG-8 Laurate, Sodium Hydroxide, Caprylyl Glycol, Phenoxyethanol.",DM
Paula's Choice Skincare,DEFENSE Essential Glow Moisturizer SPF 30,29.00,5,"Active Ingredients: Titanium Dioxide 5.25%; Zinc Oxide 6.12%. Inactive Ingredients: Water, C12-15 Alkyl Benzoate (emollient), Glycerin (skin-replenishing), Isononyl Isononanoate (emollient), Butylene Glycol (texture enhancer), Cetearyl Alcohol (emollient/texture enhancer), Potassium Cetyl Phosphate (emulsifier), Dimethicone (hydration), Glyceryl Stearate (texture enhancer), Glycyrrhiza Glabra (Licorice) Root Extract (skin-soothing), Actinidia Chinensis (Kiwi) Fruit Extract (antioxidant), Argania Spinosa (Argan) Kernel Oil (non-fragrant antioxidant plant oil), Tetrapeptide-30, Linoleic Acid (skin-restoring agents), Resveratrol (antioxidant), Ascorbyl Glucoside (vitamin C/antioxidant), Niacinamide (skin-restoring), Tocopheryl Acetate (vitamin E/antioxidant), Magnesium Ascorbyl Phosphate (vitamin C/antioxidant), Bisabolol (skin-soothing), Tocopherol (vitamin E/antioxidant), Phospholipids, Lecithin (skin-restoring agents), Glycine Soja (Soybean) Sterols (antioxidant/hydration), Xanthophylls (antioxidant), Pullulan (texture enhancer), Sodium Gluconate (hydration), Xanthan Gum, Sclerotium Gum, Alumina (texture enhancers), Caprylic/Capric Triglyceride (skin-replenishing), Citric Acid (pH adjuster), Triethoxycaprylylsilane (texture enhancer), C13-14 Isoparaffin (solvent), Acrylates Copolymer (film-forming agent), Polyhydroxystearic Acid (dispersing agent), Caprylyl Glycol (hydration), Polyacrylamide (film-forming agent), Ceteareth-20, Aluminum Stearate (texture enhancers), Laureth-7 (emulsifier), Ethylhexylglycerin, Phenoxyethanol (preservatives).",DM
Clinique,Clinique Smart Broad Spectrum SPF 15 Custom-Repair Moisturizer,54.00,2,"Active Ingredients: Avobenzone 3.0%, Octisalate 5.0%; Inactive Ingredients: WaterAquaEau, Glycerin, Butyloctyl Salicylate, Butyrospermum Parkii (Shea Butter), Polyester-8, Cetearyl Alcohol, Butylene Glycol, Glyceryl Stearate, PEG-100 Stearate, Sucrose Polystearate, Cetyl Alcohol, Dimethicone, Theobroma Grandiflorum Seed Butter, Polyethylene, Nylon-12, Astrocaryum Murumuru Seed Butter, Camellia Sinensis Leaf Extract, Biotin, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Centaurium Erythraea (Centaury) Extract, Algae Extract, Tamarindus Indica Seed Extract, Whey Protein, Glycine Soja (Soybean) Protein, Ergothioneine, Acetyl Hexapeptide-8, Saccharomyces Ferment Filtrate, Plankton Extract, Hydrogenated Polyisobutene, Acetyl Glucosamine, Caffeine, Aminopropyl Ascorbyl Phosphate, Caprylyl Glycol, Tocopheryl Acetate, Lecithin, Sodium Hyaluronate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Polysilicone-11, Potassium Sorbate, Sodium Benzoate, Hydroxyethylcellulose, Citric Acid, Xanthan Gum, Sodium Citrate, Phenoxyethanol, Yellow 5 (Ci 19140), Red 4 (Ci 14700).",DM
Mary Kay,TimeWise Age Minimize 3D Day Cream SPF 30 Broad Spectrum Sunscreen Combination Oily,32.00,3,"Active Ingredients: Avobenzone 3%; Homosalate 9%; Octisalate 4.5%; Octocrylene 3%; Oxybenzone 4.5%. Inactive Ingredients: Water, Glycerin, Dicaprylyl Carbonate, Dimethicone, Ammonium Acryloyldimethyltaurate/VP Copolymer, Cetearyl Alcohol, Ceteareth-25, Niacinamide, Optuna Ficus-Indica Fruit Extract, Saccharomyces Cerevisiae Extract, Tocopheryl Acetate, Oligopeptide-1, Resveratrol, Sucrose Palmitate, Bisabolol, Silica, Disodium Ethylene Dicocamide PEG-15 Disulfate, Hydroxypropyl Cyclodextrin, Glyceryl Linoleate, Ethoxydiglycol, Methyldihydrojasmonate, Ethylene Brassylate, Tetramethyl Acetyloctahydronaphthalenes, Ethyl Linalool, Isobutyl Methyl Tetrahydropyranol, Methylenedioxyphenyl Methylpropanol, Phenylisohexanol, Trimethylbenzenepropanol, Methyl Benzodioxepinone, Triethanolamine, Sodium Benzoate, Disodium EDTA, Caprylhydroxamic Acid, Phenoxyethanol, Ethylhexylglycerin, Propanediol, Caprylyl Glycol, Iodopropynyl Butylcarbamate.",DM
Mary Kay,TimeWise Age Minimize 3D Day Cream SPF 30 Broad Spectrum Sunscreen Normal Dry,32.00,3,"Active Ingredients: Avobenzone 3%; Homosalate 9%; Octisalate 4.5%; Octocrylene 3%; Oxybenzone 4.5%. Inactive Ingredients: Water, Dicaprylyl Carbonate, Cetearyl Alcohol, Dimethicone, Ammonium Acryloyldimethyltaurate/VP Copolymer, Ceteareth-25, Niacinamide, Saccharomyces Cerevisiae Extract, Optuna Ficus-Indica Fruit Extract, Tocopheryl Acetate, Bisabolol, Oligopeptide-1, Resveratrol, Behenyl Alcohol, Jojoba Esters, Sucrose Palmitate, Disodium Ethylene Dicocamide PEG-15 Disulfate, Silica, Hydroxypropyl Cyclodextrin, Glyceryl Linoleate, Ethoxydiglycol, Methyldihydrojasmonate, Ethylene Brassylate, Tetramethyl Acetyloctahydronaphthalenes, Ethyl Linalool, Isobutyl Methyl Tetrahydropyranol, Methylenedioxyphenyl Methylpropanol, Phenylisohexanol, Trimethylbenzenepropanol, Methyl Benzodioxepinone, Triethanolamine, Disodium EDTA, Sodium Benzoate, Ethylhexylglycerin, Caprylhydroxamic Acid, Caprylyl Glycol, Propanediol, Phenoxyethanol, Iodopropynyl Butylcarbamate.",DM
Peter Thomas Roth,Max Mineral Naked Broad Spectrum SPF 45 Lotion,38.00,5,"Active: Titanium Dioxide 1.93%, Zinc Oxide 19.24 %. Inactive: Water/Aqua/Eau, Butyloctyl Salicylate, C9-12 Alkane, Carthamus Tinctorius (Safflower) Seed Oil, Dicaprylyl Carbonate, Isodecyl Neopentanoate, Cetyl Alcohol, Coco-Caprylate/Caprate, Propanediol, Ethylhexyl Olivate, Glyceryl Stearate, PEG-100 Stearate, Cetearyl Olivate, Cetearyl Phosphate, Triethoxycaprylylsilane, Phenoxyethanol, Sorbitan Olivate, Oleth-3 Phosphate, HDI/Trimethylol Hexyllactone Crosspolymer, PEG-8 Dimethicone, Alumina, Xanthan Gum, Polymethylsilsesquioxane, Polyhydroxystearic Acid, Disodium EDTA, Squalane, Gluconolactone, Isopropyl Titanium Triisostearate, Sodium Benzoate, Hydrogen Dimethicone, Potassium Sorbate, Silica, Mica, Ascorbic Acid, Octyldodecanol, Retinyl Palmitate, Sodium Propoxyhydroxypropyl Thiosulfate Silica, Tocopheryl Acetate, Diamond Powder, Iron Oxides (CI 77491, CI 77492, CI 77499).",DM
